geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.82484337447271, 144.916520432739","{""coordinates"": [[[144.9158503938366, -37.82528831536779], [144.9158286966814, -37.82525188457235], [144.91584030552562, -37.82524307839912], [144.91580725297354, -37.825206446582975], [144.9158191152379, -37.82518863322122], [144.91576360534003, -37.825142592164525], [144.91576487249515, -37.825097556213315], [144.91578809014533, -37.8250799438768], [144.9157888504281, -37.82505292230541], [144.91585850328562, -37.8250000852647], [144.91584816158135, -37.82496385548662], [144.91582545082716, -37.82496345345517], [144.91582595767122, -37.824945439073474], [144.9159415386808, -37.82487539165308], [144.91614593525713, -37.82487900957004], [144.91618076149112, -37.8248525909427], [144.91635159865677, -37.82483759116259], [144.9164093888655, -37.82480256719897], [144.91655700851032, -37.82480517958396], [144.91658022588445, -37.8247875670821], [144.91664835801947, -37.824788772721995], [144.9166829307211, -37.824771361135106], [144.91675106284566, -37.82477256671516], [144.91678563551682, -37.824755155097144], [144.91691079768415, -37.82474835799005], [144.91692240632293, -37.824739551703274], [144.91700189378, -37.82474095804689], [144.9170251110316, -37.82472334545338], [144.9171959477841, -37.82470834443349], [144.9172418756715, -37.82469113356022], [144.91731026098574, -37.82468333161502], [144.91734483349043, -37.82466591982738], [144.9174243208899, -37.824667325883624], [144.91745864014084, -37.824658921262085], [144.917516429708, -37.82462389673436], [144.91758456173315, -37.82462510182832]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5476,6318,5570,213.4011877747233
"-37.82622952563029, 144.96919350021045","{""coordinates"": [[[144.96918782223446, -37.82622942769168], [144.96919917818644, -37.8262296235689]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5579,6325,5578,1.0000000014551915
"-37.82616903595752, 144.96542888447613","{""coordinates"": [[[144.96542900817812, -37.82616453222245], [144.96542876077413, -37.82617353969258]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5582,6330,5575,1.0
"-37.82617383405112, 144.96544579464955","{""coordinates"": [[[144.96544011669104, -37.826173735931974], [144.96545147260807, -37.82617393217027]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5584,6333,5583,1.0000000019790605
"-37.82623393143721, 144.9691876987606","{""coordinates"": [[[144.96918782223446, -37.82622942769168], [144.96918757528678, -37.82623843518274]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5585,6335,5578,1.0
"-37.82650945150911, 144.96912134883468","{""coordinates"": [[[144.96912388074915, -37.826489665514444], [144.96912313987553, -37.82651668798529], [144.96911153692065, -37.82652549958967]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5632,6399,5627,4.41421356047978
"-37.82680139361343, 144.96901507082245","{""coordinates"": [[[144.96902488279383, -37.82678534555405], [144.96901327978412, -37.82679415714683], [144.96901253886207, -37.82682117961443]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5681,6462,5673,4.414213563674849
"-37.826002849912385, 144.92058495045092","{""coordinates"": [[[144.9205792726656, -37.82600274963107], [144.92059062823625, -37.82600295019369]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5686,6466,5685,1.000000000174623
"-37.82686611911105, 144.96900562596568","{""coordinates"": [[[144.96899994794157, -37.826866021162], [144.9690113039898, -37.82686621706011]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5696,6478,5695,0.9999999993015081
"-37.82686171331555, 144.96901142747714","{""coordinates"": [[[144.96901155096447, -37.826857209570996], [144.9690113039898, -37.82686621706011]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5696,6479,5692,1.0000000009313226
"-37.825943508492855, 144.9154456791126","{""coordinates"": [[[144.91544580585122, -37.82593900489928], [144.91544555237397, -37.825948012086435]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5704,6485,5697,1.0
"-37.825961723924536, 144.91545652768508","{""coordinates"": [[[144.91545665442314, -37.82595722033094], [144.91545640094702, -37.82596622751814]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5714,6497,5709,1.0000000009313226
"-37.82690195316829, 144.96899328200948","{""coordinates"": [[[144.96898760398267, -37.82690185521856], [144.96899896003626, -37.82690205111802]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5716,6499,5715,0.999999996216502
"-37.826886003064445, 144.96900877202293","{""coordinates"": [[[144.9690113039898, -37.82686621706011], [144.96901056306513, -37.82689323952733], [144.96899896003626, -37.82690205111802]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5716,6500,5696,4.414213564199428
"-37.826910960657216, 144.96899303503218","{""coordinates"": [[[144.9689873570047, -37.82691086270746], [144.96899871305968, -37.82691105860698]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5720,6506,5719,0.9999999980209395
"-37.82606681396001, 144.91859494327073","{""coordinates"": [[[144.9185892654877, -37.82606671358263], [144.91860062105377, -37.82606691433739]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5736,6526,5735,0.9999999986030161
"-37.826067817720144, 144.91865172110252","{""coordinates"": [[[144.9186460433192, -37.826067717345495], [144.91865739888584, -37.826067918094786]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5741,6531,5740,1.0000000006402843
"-37.82607121718512, 144.91858913893952","{""coordinates"": [[[144.9185892654877, -37.82606671358263], [144.91858901239135, -37.8260757207876]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5749,6542,5735,1.0
"-37.82607242169746, 144.91865727234182","{""coordinates"": [[[144.91865739888584, -37.826067918094786], [144.91865714579777, -37.82607692530014]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5755,6554,5741,0.9999999990686774
"-37.82607702567428, 144.91866282358183","{""coordinates"": [[[144.91865714579777, -37.82607692530014], [144.91866850136586, -37.82607712604841]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5756,6555,5755,0.999999997089617
"-37.826077226421994, 144.91867417915","{""coordinates"": [[[144.91866850136586, -37.82607712604841], [144.91867985693412, -37.82607732679558]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5757,6557,5756,1.0000000005820766
"-37.826038184486094, 144.91544869536472","{""coordinates"": [[[144.91544301759524, -37.826038083957116], [144.91545437313417, -37.826038285015066]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5761,6564,5760,0.999999996740371
"-37.82603378142154, 144.91545449987268","{""coordinates"": [[[144.91545462661117, -37.82602927782802], [144.91545437313417, -37.826038285015066]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5761,6565,5759,0.9999999981373549
"-37.82604278860859, 144.9154542463956","{""coordinates"": [[[144.91545437313417, -37.826038285015066], [144.91545411965706, -37.82604729220212]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5766,6569,5761,1.0
"-37.825714885467654, 144.94930145819953","{""coordinates"": [[[144.94838225719786, -37.82387712426153], [144.94841432791702, -37.82394977689979], [144.94841357956008, -37.82397679903328], [144.94842468556857, -37.82398600428131], [144.9484239372144, -37.82401302641481], [144.94843504322947, -37.824022231662], [144.9484342948781, -37.824049253795515], [144.948548978117, -37.82442073279508], [144.94854798035607, -37.824456762306546], [144.94858991039322, -37.824583657028995], [144.9485889126463, -37.82461968654037], [144.9486103765929, -37.82466511914099], [144.94861474798148, -37.824917523571266], [144.94862585415157, -37.824926728803746], [144.94862111486242, -37.82509786897448], [144.9486322210593, -37.82510707420691], [144.94862723231586, -37.82528722175009], [144.94863833854092, -37.825296426982504], [144.94863534528872, -37.82540451550607], [144.948623740169, -37.825413325026695], [144.94862199408743, -37.82547637666388], [144.94861038895453, -37.82548518618271], [144.94860864285707, -37.8255482378186], [144.94859703771098, -37.82555704733564], [144.9485811919664, -37.8257189822471], [144.94872307952122, -37.82592872402881], [144.9488571039131, -37.82601216453924], [144.9492601763973, -37.826226455684235], [144.95032014580644, -37.826515265506075], [144.9503537149144, -37.82653387336515], [144.95064697381474, -37.82661107215544], [144.95068054305145, -37.82662967992465], [144.95097380270488, -37.82670687792022], [144.95100737207036, -37.82672548559957], [144.95114264628728, -37.826763886669895]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5775,6582,5317,470.98120113816634
"-37.82600441155559, 144.90466220335313","{""coordinates"": [[[144.90466233074736, -37.825999907993065], [144.9046620759589, -37.82600891511811]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5787,6598,5785,1.0000000018626451
"-37.82595412738163, 144.95531474434657","{""coordinates"": [[[144.95615223684828, -37.82473320162098], [144.95612878002262, -37.824759829623176], [144.95608949405084, -37.82494839404172], [144.95615265760918, -37.82512972522803], [144.9562395269499, -37.82527542095116], [144.95623902992378, -37.825293435790975], [144.95629382045627, -37.82536648074885], [144.95562077014796, -37.82587747624213], [144.95537807173056, -37.826026461170656], [144.9552158578398, -37.8261407965154], [144.9551931461609, -37.826140402064325], [144.95515858133916, -37.82615782520451], [144.95478748482003, -37.82643074299985], [144.95450972029485, -37.8266151638505], [144.95445294076006, -37.82661417736377], [144.954294953122, -37.82657538542759], [144.9542381736253, -37.826574398838204], [144.95419200370944, -37.826600631766176], [144.95412237560126, -37.82665349223106], [144.95409493683883, -37.82682423827148], [144.95399049421295, -37.826903528851034]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5790,6601,5427,355.0974885693632
"-37.82590943735196, 144.92849679319468","{""coordinates"": [[[144.92831641391078, -37.824778383563626], [144.92833786528917, -37.82482381949818], [144.92834745744108, -37.824887070145834], [144.92836916076442, -37.82492349881281], [144.92837875295209, -37.82498674945807], [144.92840045631806, -37.825023178120006], [144.92842039645785, -37.825122657617015], [144.92844209988138, -37.82515908627226], [144.92846204010556, -37.82525856576278], [144.92848374358664, -37.82529499441131], [144.92849333590598, -37.82535824504777], [144.92851503942967, -37.82539467369126], [144.9285662757855, -37.82559383243806], [144.92858797940934, -37.825630261069804], [144.92858722377775, -37.82565728285811], [144.9286296236095, -37.82576616916264], [144.92864956421266, -37.82586564862395], [144.92867126795167, -37.82590207724229], [144.92868086048642, -37.82596532786434], [144.92870256426804, -37.82600175647763], [144.92875380147615, -37.826200915150636], [144.92877550535792, -37.82623734375218], [144.92879544625563, -37.826336823190765], [144.928817150195, -37.82637325178562], [144.92881614277044, -37.82640928083733], [144.92877021627862, -37.82642649627037], [144.92872479350154, -37.826425697160154], [144.9286902226762, -37.826443112340286], [144.92858776952815, -37.826450321509135], [144.92846184927026, -37.826484152762426], [144.92845074547063, -37.826474945695814], [144.9283818555455, -37.826500768618736], [144.9282910099244, -37.82649917007859], [144.9282677946725, -37.82651678495186], [144.92822237185456, -37.82651598564627], [144.9281991565815, -37.82653360050533], [144.92802907294524, -37.8265215956605], [144.9280179691959, -37.82651238855452], [144.9279041602109, -37.8265193972746]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5801,6610,5473,272.9977520722917
"-37.825138471287225, 144.97115149416848","{""coordinates"": [[[144.97022860057052, -37.82307523790245], [144.97031376836472, -37.82328397652352], [144.97038955529038, -37.82342045932403], [144.97038881496005, -37.823447481830215], [144.97058778601843, -37.82364917021589], [144.97061938520852, -37.82373983243504], [144.97068431102227, -37.82385810432958], [144.9706944329036, -37.823903337567565], [144.97078083654753, -37.82406703837277], [144.97079095851095, -37.82411227160346], [144.97087736259422, -37.82427597234545], [144.97088748463972, -37.824321205568836], [144.97099536699417, -37.82453033516033], [144.9710484449156, -37.8246664261865], [144.9710704162519, -37.824693840079284], [144.97108053846154, -37.82473907328808], [144.97111312546954, -37.824793705373864], [144.97111238536647, -37.82482072788584], [144.97114521912923, -37.82486635245971], [144.97115534140366, -37.82491158566281], [144.97120940662893, -37.82501164660806], [144.97121952895864, -37.825056879806276], [144.97124150046898, -37.82508429367056], [144.9712622385669, -37.82515674505273], [144.97128421012138, -37.825184158909885], [144.9713479047901, -37.825347467999784], [144.9713471647579, -37.82537449051315], [144.97145307649478, -37.825655679766605], [144.97145233649272, -37.82568270228031], [144.97150492266812, -37.82583680813238], [144.97150393601729, -37.82587283815068], [144.97152541454244, -37.82591826697747], [144.9715244278987, -37.82595429699573], [144.97153553716512, -37.82596350015107], [144.9715547958101, -37.82608999651383], [144.97156590510005, -37.82609919966677], [144.97156467181165, -37.82614423718932], [144.9715859037899, -37.82619867351088], [144.97160516256417, -37.82632516986488], [144.97161627189453, -37.82633437301392], [144.9716150386263, -37.826379410536056], [144.97162614796576, -37.826388613684365], [144.97163380417788, -37.826523921892985], [144.97164491354062, -37.82653312504], [144.97166219927007, -37.82673168141635], [144.97167330866645, -37.82674088456137], [144.97168442821842, -37.827164628524635], [144.97169553768018, -37.82717383166886], [144.97169208455284, -37.82729993671807], [144.97170319403511, -37.82730913986198]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5810,6616,5163,497.3948392287145
