_id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,location
128,1147654,SWD Pit - Lane Type,Brick,900,Mild Steel,430,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.80003262353886,144.961080863674,"-37.80003262353886, 144.961080863674"
129,1657772,SWD Pit - Lane Type,Brick,710,Mild Steel,710,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79159291204229,144.9412616537392,"-37.79159291204229, 144.9412616537392"
130,1146556,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.77930731514576,144.94824199081071,"-37.77930731514576, 144.94824199081071"
131,1452565,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.77948297822625,144.95563899882225,"-37.77948297822625, 144.95563899882225"
132,1785526,SWDPit - Lane Type,Precast Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81558003861243,144.95582382013595,"-37.81558003861243, 144.95582382013595"
133,1141329,SWD Pit - Lane Type,In Situ Concrete,510,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.820383579337964,144.95955474129917,"-37.820383579337964, 144.95955474129917"
134,1376021,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.841172031526135,144.98348189564697,"-37.841172031526135, 144.98348189564697"
135,1154718,SWD Pit - Other,Not Known,,None,,,,Other,None,-37.81349023898888,144.9805225406843,"-37.81349023898888, 144.9805225406843"
136,1654545,SWD Pit - Lane Type,In Situ Concrete,530,Mild Steel,530,SWD Pit - Laneway Type - 450x450 Frame and Grate,300407-001,Lane Type,None,-37.81904544723712,144.9625483129348,"-37.81904544723712, 144.9625483129348"
137,1376279,Junction Pit,In Situ Concrete,,,,SWD Pit - Not Known,,Junction,,-37.82423718104156,144.97285277741787,"-37.82423718104156, 144.97285277741787"
138,1141746,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82627394975826,144.96778862433808,"-37.82627394975826, 144.96778862433808"
139,1148050,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.80013909742632,144.9699198301426,"-37.80013909742632, 144.9699198301426"
140,1147533,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81704669178303,144.96923882136787,"-37.81704669178303, 144.96923882136787"
141,1152147,SWD Pit - Junction,Precast Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,Not Known,-37.81914678425188,144.9816753749535,"-37.81914678425188, 144.9816753749535"
142,1758478,SWD Pit - Lane Type,In Situ Concrete,850,Mild Steel,840,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.797338997531014,144.96561398282049,"-37.797338997531014, 144.96561398282049"
143,1147849,SWD Pit - Grated OFK,Brick,1040,Mild Steel,700,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.78859575134983,144.96888732584745,"-37.78859575134983, 144.96888732584745"
144,1794321,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,590,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82050141565718,144.9411235488713,"-37.82050141565718, 144.9411235488713"
145,1150713,SWD Pit - System Node,Brick,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.821320664965604,144.97494521988267,"-37.821320664965604, 144.97494521988267"
146,1600851,SWD Pit - Grated Side Entry,Not Known,930,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Unclassified,300402-000,Grated Side Entry,None,-37.796587157765934,144.93436166897686,"-37.796587157765934, 144.93436166897686"
147,1150512,SWD Pit - System Node,Precast Concrete,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.78277735367816,144.93933030891876,"-37.78277735367816, 144.93933030891876"
148,1376045,Side Entry Pit,In Situ Concrete,,,,SWD Pit - Not Known,,Side Entry,,-37.84095069874636,144.97888884616665,"-37.84095069874636, 144.97888884616665"
149,1781952,SWD Pit - Grated OFK,Concrete,937,Cast Iron,549,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.81247966889464,144.9884046506132,"-37.81247966889464, 144.9884046506132"
150,1152351,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80195445891764,144.922752847076,"-37.80195445891764, 144.922752847076"
151,1147140,SWD Pit - Grated OFK,Cast Iron Concrete Infill,1020,Cast Iron,630,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.809900731497336,144.97985396582897,"-37.809900731497336, 144.97985396582897"
152,1152332,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.804690414012256,144.92530350191143,"-37.804690414012256, 144.92530350191143"
153,1472772,Junction Pit,In Situ Concrete,,,,SWD Pit - Not Known,,Junction,,-37.830835225099364,144.97281604024644,"-37.830835225099364, 144.97281604024644"
154,1472819,Trench Grate,In Situ Concrete,,,,SWD Pit - Not Known,,Trench Grate,,-37.830727805295915,144.97279512022203,"-37.830727805295915, 144.97279512022203"
155,1770360,SWD - Grated Pit,Concrete,,,,,300402-000,Grated Side Entry,,-37.80202904067959,144.96065116031792,"-37.80202904067959, 144.96065116031792"
156,1141020,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.812825303455696,144.96772887650923,"-37.812825303455696, 144.96772887650923"
157,1144285,SWD Pit - Grated OFK,Not Known,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.79784833213354,144.93761015880258,"-37.79784833213354, 144.93761015880258"
158,1472403,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.816548490476414,144.9692004468643,"-37.816548490476414, 144.9692004468643"
159,1759411,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.813205116271675,144.97197639008147,"-37.813205116271675, 144.97197639008147"
160,1154760,SWD Pit - Junction,Not Known,,None,,,,Junction,None,-37.81478149315039,144.97968468454877,"-37.81478149315039, 144.97968468454877"
161,1376108,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.826911925752874,144.9726518774899,"-37.826911925752874, 144.9726518774899"
162,1452567,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.77950798493004,144.95597904734294,"-37.77950798493004, 144.95597904734294"
163,1147450,SWD Pit - Grated Kerbside,Cast Iron Concrete Infill,930,Cast Iron,430,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81893545802131,144.98921784934458,"-37.81893545802131, 144.98921784934458"
164,1143187,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.81778985571731,144.96235654709153,"-37.81778985571731, 144.96235654709153"
165,1459164,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82371664193129,144.96759815917625,"-37.82371664193129, 144.96759815917625"
166,1152282,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80094088987027,144.92824061625677,"-37.80094088987027, 144.92824061625677"
167,1588245,SWD Pit - Double Grated OFK,Concrete,949,Mild Steel,537,"SWD Pit - Double Grated Overflow Kerb Pit - Bluestone Kerb, 2/937x549 Frame and Grate",300406-001,Double Grated OFK,Bluestone,-37.806972842986035,144.9674970228079,"-37.806972842986035, 144.9674970228079"
168,1141113,SWD Pit - Grated Side Entry,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.813004573123585,144.96353147533586,"-37.813004573123585, 144.96353147533586"
169,1785328,SWD Pit - Lane Type,Precast Concrete,700,Mild Steel,0,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8263225087237,144.96723444964897,"-37.8263225087237, 144.96723444964897"
170,1794305,SWD Pit - Lane Type,In Situ Concrete,600,Cast Iron,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8199166644965,144.93745860683416,"-37.8199166644965, 144.93745860683416"
171,1141856,SWD Pit - Grated Kerbside,Brick,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.822395001951854,144.96618001633556,"-37.822395001951854, 144.96618001633556"
172,1452566,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.779485974526395,144.9557960574105,"-37.779485974526395, 144.9557960574105"
173,1142996,SWD Pit - Grated OFK,Cast Iron Concrete Infill,910,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81568549097546,144.96655116008083,"-37.81568549097546, 144.96655116008083"
174,1146396,SWD Pit - Grated OFK,Precast Concrete,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.800423786237495,144.9168994904017,"-37.800423786237495, 144.9168994904017"
175,1453435,Not Known,Not Known,,,,SWD Pit - Not Known,,Not Known,,-37.822512770582684,144.9719782644849,"-37.822512770582684, 144.9719782644849"
176,1452464,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.78218099650162,144.96323204314103,"-37.78218099650162, 144.96323204314103"
177,1376308,Side Entry Pit,Brick,,,,SWD Pit - Not Known,,Side Entry,,-37.82165298698301,144.97072986468535,"-37.82165298698301, 144.97072986468535"
178,1147765,SWD Pit - Grated OFK,In Situ Concrete,820,Mild Steel,630,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.79666001825165,144.9748930480948,"-37.79666001825165, 144.9748930480948"
179,1152277,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80050509197425,144.92584527350616,"-37.80050509197425, 144.92584527350616"
180,1153743,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81995613420641,144.95075327941873,"-37.81995613420641, 144.95075327941873"
181,1140112,SWD Pit - Lane Type,Brick,650,Mild Steel,650,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81509107574096,144.9582762125246,"-37.81509107574096, 144.9582762125246"
182,1749796,SWD Pit - Lane Type,Brick,610,Mild Steel,610,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.80747745754494,144.94517183950768,"-37.80747745754494, 144.94517183950768"
183,1645583,SWD Pit - Junction,In Situ Concrete,0,None,0,SWD Pit - Junction Pit - Non Standard Cover,300413-001,Junction,None,-37.82099621554611,144.94635390679207,"-37.82099621554611, 144.94635390679207"
184,1599259,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82433802005626,144.95861885655725,"-37.82433802005626, 144.95861885655725"
185,1757762,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81734758534516,144.96378540835266,"-37.81734758534516, 144.96378540835266"
186,1376221,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82279129338296,144.97438458306576,"-37.82279129338296, 144.97438458306576"
187,1472747,Grated Kerbside,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Kerbside,,-37.831726111856405,144.9738098193059,"-37.831726111856405, 144.9738098193059"
188,1153435,SWD Pit - Junction,In Situ Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81469220043204,144.98633531029995,"-37.81469220043204, 144.98633531029995"
189,1141307,SWD Pit - Lane Type,In Situ Concrete,640,Mild Steel,630,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82216534617396,144.9559522761896,"-37.82216534617396, 144.9559522761896"
190,1153625,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,620,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81488427311749,144.94017286423104,"-37.81488427311749, 144.94017286423104"
191,1376178,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.824297020658115,144.97298372318758,"-37.824297020658115, 144.97298372318758"
192,1559922,SWD Pit - Other,Plastic,,,,,,Other,,-37.823118456933244,144.97558659111337,"-37.823118456933244, 144.97558659111337"
193,1142319,SWD Pit - Grated OFK,Brick,910,Mild Steel,780,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.83387837541879,144.97996565781972,"-37.83387837541879, 144.97996565781972"
194,1452628,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.782117004779025,144.9497270147936,"-37.782117004779025, 144.9497270147936"
195,1148566,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80220406195992,144.96188035150368,"-37.80220406195992, 144.96188035150368"
196,1147379,SWD Pit - Grated OFK,Cast Iron Concrete Infill,910,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81620594047433,144.98508855934674,"-37.81620594047433, 144.98508855934674"
197,1153592,SWD Pit - Grated Kerbside,In Situ Concrete,520,Mild Steel,350,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.820077057162365,144.9503175601342,"-37.820077057162365, 144.9503175601342"
198,1152379,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80126909196001,144.92571146148572,"-37.80126909196001, 144.92571146148572"
199,1143706,SWD Pit - Grated OFK,Brick,580,Mild Steel,580,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.805417478340814,144.95089765171772,"-37.805417478340814, 144.95089765171772"
200,1376203,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82319754510831,144.97174638910087,"-37.82319754510831, 144.97174638910087"
201,1141156,SWD Pit - Lane Type,Brick,610,Mild Steel,220,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.813104545280126,144.96097129648285,"-37.813104545280126, 144.96097129648285"
202,1147426,SWD Pit - Grated OFK,Cast Iron Concrete Infill,935,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81726305352402,144.98795195076943,"-37.81726305352402, 144.98795195076943"
203,1142535,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.83835929351876,144.98630964934858,"-37.83835929351876, 144.98630964934858"
204,1573418,SWD Pit - Grated OFK,Cast Iron,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80958970790058,144.96351364818105,"-37.80958970790058, 144.96351364818105"
205,1147648,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.798666798667995,144.95791345490372,"-37.798666798667995, 144.95791345490372"
206,1631493,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.8114344294802,144.96460374898686,"-37.8114344294802, 144.96460374898686"
207,1140985,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.8115068050206,144.96736939545406,"-37.8115068050206, 144.96736939545406"
208,1140812,SWD Pit - Lane Type,Brick,630,Mild Steel,610,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81129058744976,144.96925865210991,"-37.81129058744976, 144.96925865210991"
209,1152383,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.801225662974296,144.92691962836014,"-37.801225662974296, 144.92691962836014"
210,1154678,SWD Pit - Other,Not Known,,None,,,,Other,None,-37.81309767581269,144.98163622863623,"-37.81309767581269, 144.98163622863623"
211,1376260,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82529093996056,144.97692453483572,"-37.82529093996056, 144.97692453483572"
212,1147163,SWD Pit - Grated OFK,Cast Iron Concrete Infill,610,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81531998469363,144.97727754486482,"-37.81531998469363, 144.97727754486482"
213,1658776,SWD Pit - Grated Manhole,Precast Concrete,700,Mild Steel,700,SWD Pit - Not Known,300418-000,Grated Manhole,None,-37.826800760504725,144.9675788686369,"-37.826800760504725, 144.9675788686369"
214,1376179,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82440633637682,144.9726122932144,"-37.82440633637682, 144.9726122932144"
215,1453436,Not Known,Not Known,,,,SWD Pit - Not Known,300401-000,Not Known,,-37.82412123901326,144.97375028844323,"-37.82412123901326, 144.97375028844323"
