geo_point_2d,lat,lon,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,operator,diameter,material,height_mm,mat_desc,dnstr_inv,connection_status,pipe_length_m,pipe_age_yr
"-37.8172546069983, 144.96414226727012",-37.8172546069983,144.96414226727012,"{""coordinates"": [[144.9641336404081, -37.81723546826468], [144.96415089413216, -37.81727374573192]], ""type"": ""LineString""}",1888-01-01,1149347,NA,1143227,1128641,0,1.9651810683,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,4.511979601560044,138
"-37.82576520138075, 144.95988447796503",-37.82576520138075,144.95988447796503,"{""coordinates"": [[144.959867821593, -37.82581052522309], [144.9599011343371, -37.82571987753841]], ""type"": ""LineString""}",1981-01-01,1151316,NA,1141268,1134541,0,4.25485011259792,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,10.480021930738353,45
"-37.82826667163321, 144.9672628599233",-37.82826667163321,144.9672628599233,"{""coordinates"": [[144.96719275426705, -37.82825151374024], [144.96733296557954, -37.828281829526176]], ""type"": ""LineString""}",1981-01-01,1151426,NA,1141752,1134919,0,4.18910144108247,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,12.794170578479209,45
"-37.83081502363847, 144.98632383369176",-37.83081502363847,144.98632383369176,"{""coordinates"": [[144.98629355147804, -37.83081134842058], [144.98635411590547, -37.83081869885636]], ""type"": ""LineString""}",1939-01-01,1150600,NA,1142354,1132210,0,3.17941641427478,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,5.393779061340051,87
"-37.83108186142279, 144.98790313664367",-37.83108186142279,144.98790313664367,"{""coordinates"": [[144.98785953623417, -37.83108932869408], [144.98794673705316, -37.83107439415149]], ""type"": ""LineString""}",1939-01-01,1150605,NA,1142429,1132224,0,3.179416408731,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,7.853527570242668,87
"-37.80497344080358, 144.96786569091506",-37.80497344080358,144.96786569091506,"{""coordinates"": [[144.9678720982017, -37.804935935764476], [144.96785928362846, -37.80501094584268]], ""type"": ""LineString""}",1932-01-01,1151480,NA,1148840,1127181,0,3.19534904966718,City of Melbourne,525,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,8.401712924072507,94
"-37.81140529561982, 144.9528539463289",-37.81140529561982,144.9528539463289,"{""coordinates"": [[144.95281362841118, -37.81132447528038], [144.95289426424665, -37.81148611595926]], ""type"": ""LineString""}",1940-01-01,1140003,NA,1140002,1134165,0,3.20320883059586,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,19.29497600902636,86
"-37.81128317796353, 144.95770152530406",-37.81128317796353,144.95770152530406,"{""coordinates"": [[144.957587471936, -37.811316912023706], [144.95781557867215, -37.811249443903364]], ""type"": ""LineString""}",1940-01-01,1143890,NA,1151187,1134212,0,3.20320880971546,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,21.436912535444772,86
"-37.8243387150123, 144.94242031355208",-37.8243387150123,144.94242031355208,"{""coordinates"": [[144.94229607744015, -37.82424066279203], [144.942544549664, -37.82443676723258]], ""type"": ""LineString""}",2001-01-01,1151296,NA,1145571,1134455,0,4.65968986156593,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,30.85974479547498,25
"-37.81556668047599, 144.96366671294913",-37.81556668047599,144.96366671294913,"{""coordinates"": [[144.9636536161012, -37.815570411038884], [144.96367980979704, -37.815562949913094]], ""type"": ""LineString""}",1884-01-01,1150447,NA,1142966,1131825,0,1.86994165510123,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,2.4505745247139057,142
"-37.8146729545695, 144.96324818281894",-37.8146729545695,144.96324818281894,"{""coordinates"": [[144.96322558182513, -37.814679486908716], [144.96327078381276, -37.814666422230296]], ""type"": ""LineString""}",1884-01-01,1150444,NA,1142969,1131817,0,1.86994165679615,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,4.23609790719027,142
"-37.83093384320178, 144.98675704768584",-37.83093384320178,144.98675704768584,"{""coordinates"": [[144.98675454790646, -37.83094534227762], [144.9867595474652, -37.83092234412592]], ""type"": ""LineString""}",1939-01-01,1142401,NA,1142400,1132213,0,3.17941641340378,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,2.590306282486333,87
"-37.80191028121329, 144.9148577323922",-37.80191028121329,144.9148577323922,"{""coordinates"": [[144.9150199512167, -37.801925291934616], [144.91469551356766, -37.80189527049196]], ""type"": ""LineString""}",2003-01-01,1153268,NA,1153267,1138843,0,4.70842998221003,City of Melbourne,375,Concrete,0,Open Channel,NA,Both connections recorded,28.7662812110545,23
"-37.813230464194554, 144.96558038520675",-37.813230464194554,144.96558038520675,"{""coordinates"": [[144.96553182167364, -37.813109373519445], [144.96562894873983, -37.81335155486966]], ""type"": ""LineString""}",1883-01-01,1141011,NA,1141010,1128301,1250,1.88325401334184,City of Melbourne,NA,Brick,1950,Brick Barrel,NA,Both connections recorded,28.208195669044112,143
"-37.8154742207164, 144.96660340267124",-37.8154742207164,144.96660340267124,"{""coordinates"": [[144.966571836525, -37.81540528939068], [144.96663496881752, -37.815543152042125]], ""type"": ""LineString""}",1883-01-01,1149252,NA,1149251,1128318,1250,1.88325400581608,City of Melbourne,NA,Brick,1950,Brick Barrel,NA,Both connections recorded,16.280245899850016,143
"-37.80911838568095, 144.94936891717742",-37.80911838568095,144.94936891717742,"{""coordinates"": [[144.94939326430014, -37.809089940101934], [144.94934457005473, -37.80914683125996]], ""type"": ""LineString""}",1944-01-01,1149290,NA,1143473,1128416,0,3.29844931485102,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,7.632823446702034,82
"-37.81292036554138, 144.97161649980632",-37.81292036554138,144.97161649980632,"{""coordinates"": [[144.9717685277721, -37.812877394308046], [144.9714644718405, -37.812963336774715]], ""type"": ""LineString""}",1985-01-01,1142784,NA,1142783,1127445,0,4.28322216556901,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,28.422221364132707,41
"-37.80746696349448, 144.95994946655452",-37.80746696349448,144.95994946655452,"{""coordinates"": [[144.9599375330076, -37.80747040291015], [144.95996140010143, -37.8074635240788]], ""type"": ""LineString""}",1884-01-01,1150417,NA,1143870,1131754,0,1.86994168292608,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,2.2361550203474936,142
"-37.811334333795806, 144.95741954802747",-37.811334333795806,144.95741954802747,"{""coordinates"": [[144.9574065624442, -37.81130640865992], [144.95743253361073, -37.811362258931695]], ""type"": ""LineString""}",1981-01-01,1151186,NA,1143891,1134203,0,4.18910173093442,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,6.607383244148125,45
"-37.81355622180529, 144.9692084326771",-37.81355622180529,144.9692084326771,"{""coordinates"": [[144.96931833352568, -37.81352405366302], [144.96909853182854, -37.81358838994756]], ""type"": ""LineString""}",1961-01-01,1142824,NA,1151701,1135701,0,3.71851287660941,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,20.62980131434476,65
"-37.80976205432835, 144.96721948734833",-37.80976205432835,144.96721948734833,"{""coordinates"": [[144.96710346468603, -37.80979522840751], [144.96733551001063, -37.809728880249196]], ""type"": ""LineString""}",1940-01-01,1140646,NA,1152542,1137145,0,3.20320761930354,City of Melbourne,375,Earthenware,0,Unknown,NA,Both connections recorded,21.720153381237225,86
"-37.82859260085891, 144.96863359433786",-37.82859260085891,144.96863359433786,"{""coordinates"": [[144.96863095442583, -37.8285870919385], [144.96863623424989, -37.82859810977933]], ""type"": ""LineString""}",1981-01-01,1141784,NA,1141783,1134993,0,4.25484994742623,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,1.3082636097499925,45
"-37.81552212664184, 144.96670792218583",-37.81552212664184,144.96670792218583,"{""coordinates"": [[144.96678087555418, -37.81550110124155], [144.96663496881752, -37.815543152042125]], ""type"": ""LineString""}",1883-01-01,1149252,NA,1149065,1128321,0,1.88325400453659,City of Melbourne,300,Brick,0,Brick Barrel,NA,Both connections recorded,13.668920300861615,143
"-37.80495721227157, 144.96118186764693",-37.80495721227157,144.96118186764693,"{""coordinates"": [[144.9611895058865, -37.80490594274513], [144.96117422940733, -37.805008481798]], ""type"": ""LineString""}",1924-01-01,1148179,NA,1148180,1129406,0,2.82225841739194,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,11.460332060197992,102
"-37.81710443485196, 144.9673500581103",-37.81710443485196,144.9673500581103,"{""coordinates"": [[144.9672904687227, -37.81697246887933], [144.96740964749787, -37.8172364008246]], ""type"": ""LineString""}",1883-01-01,1143004,NA,1143005,1128331,1250,1.88325400012815,City of Melbourne,NA,Brick,1950,Brick Barrel,NA,Both connections recorded,31.117385988687722,143
"-37.80697249053962, 144.91389618935176",-37.80697249053962,144.91389618935176,"{""coordinates"": [[144.91424467802082, -37.807008329951024], [144.91354770068273, -37.806936651128225]], ""type"": ""LineString""}",1958-01-01,1150301,NA,1150361,1131642,0,3.78383455540193,City of Melbourne,1200,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,61.89082240432627,68
"-37.80933301841239, 144.9684248375122",-37.80933301841239,144.9684248375122,"{""coordinates"": [[144.96844849790853, -37.809320911522256], [144.96840117711585, -37.80934512530252]], ""type"": ""LineString""}",1943-01-01,1148708,NA,1140671,1126778,0,3.27465679113828,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,4.9585463716624885,83
"-37.81195730021774, 144.96218842998465",-37.81195730021774,144.96218842998465,"{""coordinates"": [[144.96214329412805, -37.81185758843564], [144.96223356584125, -37.81205701199983]], ""type"": ""LineString""}",1884-01-01,1152962,NA,1150386,1131692,1650,NA,4,NA,Brick,2500,Main Drain,NA,Both connections recorded,23.518654943083025,142
"-37.823609655432776, 144.98032410692795",-37.823609655432776,144.98032410692795,"{""coordinates"": [[144.98034475858546, -37.82363950205598], [144.98030345527044, -37.82357980880956]], ""type"": ""LineString""}",1999-01-01,1152549,NA,1147593,1136951,0,4.61486333409895,City of Melbourne,375,Plastic,0,Unknown,NA,Both connections recorded,7.55787781787009,27
"-37.796947318937754, 144.95583271264536",-37.796947318937754,144.95583271264536,"{""coordinates"": [[144.95583986381052, -37.79694825367611], [144.95582556148022, -37.79694638419939]], ""type"": ""LineString""}",1994-01-01,1146845,NA,1146846,1130429,0,4.53591794311046,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,1.2766403486282238,32
"-37.81158386976675, 144.9648297387041",-37.81158386976675,144.9648297387041,"{""coordinates"": [[144.96479847721574, -37.81150391733524], [144.96486100019246, -37.811663822198256]], ""type"": ""LineString""}",1883-01-01,1149265,NA,1140974,1128349,1000,1.88325399533586,City of Melbourne,NA,Brick,1500,Brick Barrel,NA,Both connections recorded,18.58261727996188,143
"-37.8199784752354, 144.94380158051118",-37.8199784752354,144.94380158051118,"{""coordinates"": [[144.94377350270827, -37.81998664921313], [144.9438296583141, -37.81997030125768]], ""type"": ""LineString""}",1890-01-01,1151657,NA,NA,1451331,0,2.0128281355423,City of Melbourne,375,Earthenware,0,NA,NA,Upstream missing,5.266756532101922,136
"-37.81553691795454, 144.95262687905188",-37.81553691795454,144.95262687905188,"{""coordinates"": [[144.95266666047692, -37.81552559341943], [144.95258709762683, -37.81554824248965]], ""type"": ""LineString""}",1940-01-01,1140021,NA,1140021,1137103,0,3.2032076385321,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,7.443052537140909,86
"-37.82483983393181, 144.92822106158502",-37.82483983393181,144.92822106158502,"{""coordinates"": [[144.92812963775856, -37.82490697672299], [144.92831248541154, -37.82477269114063]], ""type"": ""LineString""}",1993-01-01,1151934,NA,1151933,1136212,0,4.52458812866349,City of Melbourne,750,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,21.93856875153123,33
"-37.83039752733988, 144.96557829895335",-37.83039752733988,144.96557829895335,"{""coordinates"": [[144.96558279914163, -37.8304105256864], [144.9655737987651, -37.83038452899337]], ""type"": ""LineString""}",1981-01-01,1141761,NA,1141762,1134894,0,4.18910145191165,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.9922690513100374,45
"-37.815156144840564, 144.96795465166298",-37.815156144840564,144.96795465166298,"{""coordinates"": [[144.9681484265824, -37.8150991957453], [144.9677608767436, -37.81521309393583]], ""type"": ""LineString""}",1889-01-01,1149068,NA,1149069,1127394,0,2.02446307853201,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,36.39112559752334,137
"-37.81102218139543, 144.9668893620493",-37.81102218139543,144.9668893620493,"{""coordinates"": [[144.9671762317683, -37.810935441589635], [144.96660249233034, -37.81110892120122]], ""type"": ""LineString""}",1898-01-01,1140997,NA,1154314,1137137,1275,2.23620769263007,City of Melbourne,NA,Brick,850,Brick Barrel,NA,Both connections recorded,54.06687090723243,128
"-37.809667197142076, 144.96712976481746",-37.809667197142076,144.96712976481746,"{""coordinates"": [[144.9671088831407, -37.80967279792918], [144.9671506464942, -37.809661596354964]], ""type"": ""LineString""}",1943-01-01,1140642,NA,1140641,1126583,0,3.29495503250703,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,3.8821136993541687,83
"-37.79385207385063, 144.96264375416126",-37.79385207385063,144.96264375416126,"{""coordinates"": [[144.96270609840667, -37.7939092989544], [144.96258140991586, -37.793794848746856]], ""type"": ""LineString""}",1961-01-01,1150235,NA,1150236,1131243,0,NA,4,375,Earthenware,0,Earthenware,NA,Both connections recorded,16.79225699694097,65
"-37.78789055763756, 144.944672290661",-37.78789055763756,144.944672290661,"{""coordinates"": [[144.94474152592682, -37.787871737236294], [144.94460305539516, -37.787909378038826]], ""type"": ""LineString""}",1940-01-01,1150215,NA,1146992,1131216,0,3.20321003524446,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,12.892826187966834,86
"-37.78291919894724, 144.95401749567716",-37.78291919894724,144.95401749567716,"{""coordinates"": [[144.95408349480576, -37.782856689770774], [144.95395149654857, -37.7829817081237]], ""type"": ""LineString""}",1940-01-01,1147041,NA,1146579,1137806,0,3.2032073840789,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,18.103921871369646,86
"-37.801276848064475, 144.95157687280454",-37.801276848064475,144.95157687280454,"{""coordinates"": [[144.95157145659743, -37.80130241078028], [144.95158228901164, -37.80125128534866]], ""type"": ""LineString""}",1917-01-01,1150075,NA,1143713,1130739,0,2.65564008650436,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,5.754184584369514,109
"-37.81378874285391, 144.96494938970568",-37.81378874285391,144.96494938970568,"{""coordinates"": [[144.96493758371875, -37.813762419121296], [144.9649611956926, -37.81381506658652]], ""type"": ""LineString""}",1982-01-01,1152536,NA,1143050,1137184,0,4.21261384001758,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,6.20235853130302,44
"-37.79957071505684, 144.93778833514006",-37.79957071505684,144.93778833514006,"{""coordinates"": [[144.93810589093343, -37.79960576782882], [144.93747077934668, -37.79953566228485]], ""type"": ""LineString""}",1933-01-01,1149685,NA,1152952,1138498,2400,NA,4,NA,Concrete,2250,Main Drain,NA,Both connections recorded,56.473529711100916,93
"-37.811111024959274, 144.98891470645867",-37.811111024959274,144.98891470645867,"{""coordinates"": [[144.9889355304198, -37.81111301309767], [144.98889388249756, -37.81110903682089]], ""type"": ""LineString""}",1905-01-01,1150849,NA,1147277,1132947,0,2.3699249145382,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,3.6938623430065656,121
"-37.824057713685605, 144.9341131138515",-37.824057713685605,144.9341131138515,"{""coordinates"": [[144.93410811673363, -37.82412772309337], [144.9341181109694, -37.82398770427783]], ""type"": ""LineString""}",1994-01-01,1145448,NA,1145447,1135159,0,4.54573804264741,City of Melbourne,750,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,15.56601896730489,32
"-37.812052449136786, 144.97782254667987",-37.812052449136786,144.97782254667987,"{""coordinates"": [[144.97782754704707, -37.812000948867976], [144.97781754631268, -37.8121039494056]], ""type"": ""LineString""}",1938-01-01,1147128,NA,1147127,1132714,0,3.32510629505777,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,11.466197663294778,88
"-37.819298545051126, 144.98901145839972",-37.819298545051126,144.98901145839972,"{""coordinates"": [[144.9885964121461, -37.81926205492412], [144.98942650465332, -37.81933503517814]], ""type"": ""LineString""}",1944-01-01,1147436,NA,1150716,1132593,0,3.2984476039174,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,73.53511459731904,82
"-37.82443221438427, 144.96375253572546",-37.82443221438427,144.96375253572546,"{""coordinates"": [[144.96375632224874, -37.824416925659655], [144.96374874920215, -37.82444750310888]], ""type"": ""LineString""}",1981-01-01,1141527,NA,1151364,1134708,0,4.18910152670391,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,3.4587596094392272,45
"-37.80273055346339, 144.9510550499487",-37.80273055346339,144.9510550499487,"{""coordinates"": [[144.9510504601221, -37.802756388711735], [144.9510596397753, -37.80270471821504]], ""type"": ""LineString""}",1940-01-01,1150062,NA,1143801,1130697,0,3.20321026301034,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,5.791748975342056,86
"-37.80994940591256, 144.94472968311354",-37.80994940591256,144.94472968311354,"{""coordinates"": [[144.94476368986327, -37.80993256086267], [144.9446956763638, -37.809966250962454]], ""type"": ""LineString""}",1910-01-01,1150080,NA,1143390,1130778,0,2.4889571068992,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,7.060670058555347,116
"-37.797499776067056, 144.96249159493811",-37.797499776067056,144.96249159493811,"{""coordinates"": [[144.96252081786406, -37.797467478787276], [144.9624623720122, -37.79753207334683]], ""type"": ""LineString""}",1940-01-01,1152481,NA,1152477,1137752,0,NA,4,NA,Unknown,0,Unknown,NA,Both connections recorded,8.826044725578818,86
"-37.81123769700917, 144.9616733560074",-37.81123769700917,144.9616733560074,"{""coordinates"": [[144.9616648614304, -37.811240207081326], [144.96168185058437, -37.81123518693701]], ""type"": ""LineString""}",1940-01-01,1150432,NA,1140883,1131786,0,3.20320981512923,City of Melbourne,375,Earthenware,0,Unknown,NA,Both connections recorded,1.5964134719801069,86
"-37.83371118155412, 144.98741149015652",-37.83371118155412,144.98741149015652,"{""coordinates"": [[144.98740458893906, -37.83374532631074], [144.98741839137398, -37.833677036797496]], ""type"": ""LineString""}",1940-01-01,1152633,NA,1142435,1136986,0,3.20320767617675,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,7.676448821946675,86
"-37.809996676282054, 144.96387104463832",-37.809996676282054,144.96387104463832,"{""coordinates"": [[144.96385267514583, -37.80995617653536], [144.9638894141308, -37.81003717602876]], ""type"": ""LineString""}",1946-01-01,1140948,NA,1140947,1126958,0,3.34610158260286,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,9.554743152760143,80
"-37.79524881058566, 144.9546999071812",-37.79524881058566,144.9546999071812,"{""coordinates"": [[144.9546603645553, -37.795254791195916], [144.9547394498071, -37.7952428299754]], ""type"": ""LineString""}",1988-01-01,1146864,NA,1146769,1130135,0,4.35376097173551,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,7.090911099720598,38
"-37.80055542121192, 144.94500628597171",-37.80055542121192,144.94500628597171,"{""coordinates"": [[144.94502489964228, -37.80055742446869], [144.94498767230112, -37.80055341795514]], ""type"": ""LineString""}",1926-01-01,1144394,NA,1150205,1131188,0,3.06564737117446,City of Melbourne,525,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,3.3086251857375895,100
"-37.814125242245126, 144.94789328474423",-37.814125242245126,144.94789328474423,"{""coordinates"": [[144.9479480607687, -37.81419314237611], [144.94783850871977, -37.81405734211415]], ""type"": ""LineString""}",2000-01-01,1153533,NA,1153532,1139124,0,4.66561497359898,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,17.89541113378467,26
"-37.78385719470788, 144.96372832890566",-37.78385719470788,144.96372832890566,"{""coordinates"": [[144.96368434983233, -37.78387670685506], [144.96377230797899, -37.7838376825607]], ""type"": ""LineString""}",1939-01-01,1148106,NA,1148105,1135660,0,3.179414978341,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,8.876690233261451,87
"-37.81010430567384, 144.91983836989357",-37.81010430567384,144.91983836989357,"{""coordinates"": [[144.91959134741003, -37.810078813859135], [144.9200853923771, -37.81012979748854]], ""type"": ""LineString""}",1940-01-01,1146068,NA,1146069,1137531,0,NA,4,NA,Unknown,0,Unknown,NA,Both connections recorded,43.871328015404096,86
"-37.843510372273386, 144.98423431375483",-37.843510372273386,144.98423431375483,"{""coordinates"": [[144.9843630291363, -37.843511149334596], [144.98410559837336, -37.84350959521217]], ""type"": ""LineString""}",1951-01-01,1150893,NA,1142482,1133062,0,3.46513036270112,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,22.659397274389416,75
"-37.782189498515734, 144.963218979089",-37.782189498515734,144.963218979089,"{""coordinates"": [[144.96320600015574, -37.782198002001785], [144.96323195802228, -37.78218099502968]], ""type"": ""LineString""}",NA,1452464,NA,1452465,1453008,0,4,City of Melbourne,150,Plastic,0,NA,NA,Both connections recorded,2.9651407911441625,NA
"-37.81563744177209, 144.93606440528933",-37.81563744177209,144.93606440528933,"{""coordinates"": [[144.93605343073105, -37.815658915373724], [144.9360753798476, -37.815615968170455]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503795,0,4.92136155797715,City of Melbourne,300,Concrete,0,NA,NA,Both connections missing,5.143727164872833,14
"-37.81617839505512, 144.9373733556713",-37.81617839505512,144.9373733556713,"{""coordinates"": [[144.93731942228337, -37.81616069296823], [144.93742728905923, -37.81619609714201]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503829,0,4.92773763429632,City of Melbourne,450,Concrete,0,NA,NA,Both connections missing,10.278626698098268,14
"-37.8222631292997, 144.9478924130296",-37.8222631292997,144.9478924130296,"{""coordinates"": [[144.94783307172312, -37.82209903099064], [144.94795175433606, -37.822427227608756]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1505367,0,4.92773763390084,City of Melbourne,450,Concrete,0,NA,NA,Both connections missing,37.89663931340081,14
"-37.794546972880454, 144.9187720976784",-37.794546972880454,144.9187720976784,"{""coordinates"": [[144.918767884013, -37.79450658492773], [144.91877631134386, -37.79458736083317]], ""type"": ""LineString""}",1995-01-01,1145426,NA,1151095,1133558,0,4.56688817124724,City of Melbourne,750,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,8.996200158688282,31
"-37.828375877638614, 144.9599259310171",-37.828375877638614,144.9599259310171,"{""coordinates"": [[144.95994299791704, -37.82841021790516], [144.95990886411715, -37.82834153737207]], ""type"": ""LineString""}",1983-01-01,1141571,NA,1151334,1134589,2900,4.23612818772817,City of Melbourne,NA,Concrete,2900,Box Culvert,NA,Both connections recorded,8.19398938954033,43
"-37.80937635415066, 144.94961124211488",-37.80937635415066,144.94961124211488,"{""coordinates"": [[144.94961561386998, -37.809374472923686], [144.94960687035976, -37.80937823537762]], ""type"": ""LineString""}",1944-01-01,1149287,NA,1143474,1128425,0,3.29844931093153,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,0.8759074016676657,82
"-37.830973810852164, 144.9679956759187",-37.830973810852164,144.9679956759187,"{""coordinates"": [[144.96846980490014, -37.830838836366425], [144.9675215469373, -37.831108785337904]], ""type"": ""LineString""}",1981-01-01,1151418,NA,1151419,1134873,0,4.27062036181573,City of Melbourne,675,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,88.69292366742201,45
"-37.802072778431665, 144.91991797483894",-37.802072778431665,144.91991797483894,"{""coordinates"": [[144.91992445355615, -37.80200378654788], [144.9199114961217, -37.802141770315444]], ""type"": ""LineString""}",1938-01-01,1146475,NA,1146508,1130894,0,3.15562372244772,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,15.357649849746865,88
"-37.817435964009825, 144.9635881495263",-37.817435964009825,144.9635881495263,"{""coordinates"": [[144.9635466628529, -37.81744749977361], [144.96362963619964, -37.81742442824604]], ""type"": ""LineString""}",1888-01-01,1143204,NA,1143203,1128636,0,1.96518107045396,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,7.741579396958485,138
"-37.81302806230154, 144.96549453661535",-37.81302806230154,144.96549453661535,"{""coordinates"": [[144.96545725155707, -37.81294675108364], [144.96553182167364, -37.813109373519445]], ""type"": ""LineString""}",1883-01-01,1141010,NA,1141009,1128300,1250,1.88325401376058,City of Melbourne,NA,Brick,1950,Brick Barrel,NA,Both connections recorded,19.207194980408264,143
"-37.81038820921944, 144.9798992445704",-37.81038820921944,144.9798992445704,"{""coordinates"": [[144.97989254378038, -37.810390257543766], [144.97990594536037, -37.810386160895106]], ""type"": ""LineString""}",NA,NA,NA,1154614,1154356,0,NA,City of Melbourne,300,Earthenware,0,Earthenware,NA,Downstream missing,1.264685586903747,NA
"-37.81056654195478, 144.9814867219705",-37.81056654195478,144.9814867219705,"{""coordinates"": [[144.98185213882147, -37.8106798930304], [144.9815373408513, -37.81056887645066], [144.98111507525502, -37.81047494039436]], ""type"": ""LineString""}",NA,1154628,NA,1154627,1154372,0,NA,City of Melbourne,150,Plastic,0,Unknown,NA,Both connections recorded,68.95364686475634,NA
"-37.810541704354236, 144.98107747541104",-37.810541704354236,144.98107747541104,"{""coordinates"": [[144.98111507525502, -37.81047494039436], [144.9810398755671, -37.81060846831411]], ""type"": ""LineString""}",NA,1154629,NA,1154628,1154373,0,NA,City of Melbourne,150,Plastic,0,Unknown,NA,Both connections recorded,16.232733344468517,NA
"-37.81047071381795, 144.98112348239744",-37.81047071381795,144.98112348239744,"{""coordinates"": [[144.98113188953988, -37.81046648724155], [144.98111507525502, -37.81047494039436]], ""type"": ""LineString""}",NA,1154628,NA,1154623,1154368,0,NA,City of Melbourne,150,Plastic,0,Unknown,NA,Both connections recorded,1.7528740710593727,NA
"-37.82497360597729, 144.97394501689382",-37.82497360597729,144.97394501689382,"{""coordinates"": [[144.97395634655962, -37.82497891060864], [144.97393368722805, -37.82496830134593]], ""type"": ""LineString""}",NA,1376169,NA,NA,1376771,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Upstream missing,2.316559045735335,NA
"-37.829973242025204, 144.9733182944744",-37.829973242025204,144.9733182944744,"{""coordinates"": [[144.97332031151592, -37.82998170138305], [144.9733162774329, -37.82996478266736]], ""type"": ""LineString""}",NA,1472778,NA,1472789,1473295,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,1.91115029958768,NA
"-37.78967678334743, 144.95759940007434",-37.78967678334743,144.95759940007434,"{""coordinates"": [[144.9575933882342, -37.78967577791287], [144.95760541191447, -37.78967778878199]], ""type"": ""LineString""}",1967-01-01,1146700,NA,1146699,1135979,0,3.85965702173148,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,1.082340764081823,59
"-37.82644278450237, 144.9056907447478",-37.82644278450237,144.9056907447478,"{""coordinates"": [[144.90590622474795, -37.82668272042108], [144.90547526474768, -37.826202848583655]], ""type"": ""LineString""}",2003-01-01,1145985,NA,1145983,1136143,0,4.73049559633535,City of Melbourne,600,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,65.39447953090396,23
